Date,Task,Company,Priority,Owner,Status,Deadline,Notes
2/27/2026,email to Jessie,EEC,Urgent,Vandana,Completed,2/27/2026,
2/27/2026,Email reply to Jessie,EEC,Urgent,Vandana,Completed,2/27/2026,
2/27/2026,Fortified rice supplier sent re mail - 7,EEC,Urgent,Vandana,Completed,2/27/2026,
3/2/2026,Research on Tech Team,EEC,High,Madan,Not Started,3/2/2026,
3/2/2026,Read Doc sent by Shirali ma'am,EEC,High,Madan,In progress,3/2/2026,
3/2/2026,Review Progress of the CRM,EEC,High,Madan,Completed,3/2/2026,"Message in the grp and ask for link.
Meeting scheduled at 6 PM ✔️"
3/2/2026,EEC linkedin post - 1 week,EEC,High,Madan,In progress,3/2/2026,Marblism
3/2/2026,Look for the products that we have not signed contracts,EEC,Medium,Madan,Not Started,3/2/2026,
3/2/2026,Review all the messages send in diff grps,EEC,Medium,Madan,Not Started,3/2/2026,Check whatsapp
3/2/2026,Researching about the deployment,EEC,High,Madan,In progress,3/2/2026,Messaged to the Dev team
3/2/2026,Meeting Transcript with Tom,EEC,High,Madan,Completed,3/2/2026,Store it in the drive - LINK
3/2/2026,Fortified Rice Supplier Database,EEC,Urgent,Madan,Completed,3/2/2026,LINK
3/2/2026,Questions needs to be asked to the Fortified Suppliers Doc,EEC,High,Madan,Completed,3/2/2026,LINK
3/2/2026,Virtual Assitant for Vandana Ma'am - call her,EEC,High,Madan,Completed,3/2/2026,"wellfound, internshaala and linkedin"
3/2/2026,Hiring VA for Vandana ma'am.,EEC,Medium,Madan,In progress,3/2/2026,"- Message Mohita ma'am and ask for job description ✔️
- Create the JD again and alter it "
3/3/2026,How can we check the hosting and building CRM using AI,EEC,Urgent,Madan,Not Started,3/3/2026,How do I deal with this kind of situation
3/2/2026,AI Agent for follow up and intro email,EEC,High,Madan,Not Started,3/4/2026,
3/2/2026,sales email checking ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,MTG email checking,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Marriott supplier follow up ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Meeting with Kynton,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,team meeting ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,AI Claude for africa market data,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,AI Clude data t o check website of each company,EEC,Urgent,Vandana,In progress,3/2/2026,
3/2/2026,call with B&B,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,follow up with Mr Reddy,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,email draft for Sangram,EEC,Urgent,Vandana,In progress,3/2/2026,
3/2/2026,email sheet update ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,daily updates sheet update,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Email reply to SPS Nutrifood ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,buyer order quanitty and supplier moq file for marriott,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Email reply to Besler ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,checklist of SPN,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Email reply to SPN,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Email draft for Curtis ,EEC,Urgent,Vandana,Completed,3/2/2026,
3/2/2026,Fortified rice supplier website checked a total of 53 -- 5 intro emails sent ,EEC,Urgent,Vandana,Completed,3/2/2026,
