"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Full Address,Products
Kamal Ltd.,,Pakistan,,,Household Textiles,,"Jaranwala Road,4th Kilometer, Khurrianwala -Punjab, Faisalabad, PAKISTAN",
KAMPHAN INTERTRADE,,,kamphanintertrade@yahoo.com,https://kamphanintertrade.wixsite.com/kamphanintertrade,Coconut,,,
Kanan Enterprises dba King Nut Co.,,USA,,,Aldi List - Nuts,,,
Kanegrade,,India,info@kanegradeindia.com,https://www.kanegrade.com/,Orange Juice  & Concentrate,,,"Flavors, Colors and Ingredients"
KAPADIYA EXPO COMPANY,,,info@kapadiyaexpocompany.com /,https://kapadiyaexpocompany.com/,DRIED CHICKPEAS,,"14, Sahyog Complex, Near Gandhi Bag, Mahuva, Gujarat, India – 364290.",
Kareks Import Export and Trading Co ltd.,,Türkiye,,,Red lentils Nov24,,,
KAREX,,Malasiya,"enquiry@karex.com.my,  winnie@karex.com.my",https://www.karex.com.my/,Condom,,,
Karimex,,,info@karimex.com.tr,https://karimex.com.tr/iletisim,Hazelnuts,,Karacaömer Mahallesi Efendioğlu Sokak No:41 Altınordu – ORDU / TÜRKİYE,Hazelnuts
Karin,,,sales@karinnuts.com,https://karinnuts.com/,Hazelnuts,,"Cumhuriyet Caddesi Kahan Apt. No: 40 K: 8
34367 Elmadag, Sisli, Istanbul, Turkey",Hazelnuts
Karin Nuts,,USA,sales@karinnuts.com,https://karinnuts.com/,Almonds - Ruchita,,"Cumhuriyet Caddesi Kahan Apt. No: 40 K: 8
34367 Elmadag, Sisli, Istanbul, Turkey",all nuts
Karmaliuk LLC,,Ukraine,karmaliukltd@gmail.com,https://karmaliuk.com/,Gulf food _ Pulses,,,"Pulses(Chickpeas,Dried apples,Walnuts,Cannellini Beans)"
KARNAL BASMATI RICE CORPORATION,,India,"info@karnalrice.com
sales@karnalrice.com
karnalriceexports@gmail.com",https://karnalrice.com/,RICE,,"Karnal Basmati Rice Corporation
Address: Taraori, District Karnal, Haryana, India",Basmati Rice
Karur Goldline Exports LLP,,India,,,Household Textiles,,"Kamarajapuram West, Karur, Tamil Nadu, INDIA",
Kaset Phol Sugar Ltd.,,,spoonbrand@kp-sugargroup.com,https://www.kp-sugargroup.com/en/product/,Sugar,,,
KASET THAI INTERNATIONAL SUGAR,,,hrbkk@ktisgroup.com,https://www.ktisgroup.com/products/sugar,Sugar,,,
"Kaset Visai Rice Intertrade Co., Ltd.",,Thailand,contactus@kcrice.com,https://www.kvr-intertrade.com/,Rice list,,,Jasmine Rice
KASHION INDUSTRY CO. LTD.,,India,tony.xu@kashion.com,http://www.kashion.com/,Apparels,,,Apparel
KASHMIR FLAKES,,713,,,Pulses,,,"BLACK GRAM, WHITE PULSES, CHICKPEAS"
"Kasisuri Co., Ltd",,Thailand,riceexport@kasisuri.com,http://www2.kasisuri.com/web/index.php,Rice list,,,"Parboiled Rice, Rice Bran Oil"
"Kasuwandi Enterprises, Killikolloor",,,,,Cashew supplier for Middle Eas,,,
Katsouris Brothers Limited,Wembley,United Kingdom,,,Dried Fruits,Food,,
Kauno Grudai,,Https://Kaunogrudai.Lt/,,,Multiple,,,
"Kauno grūdai, AB - Alytus site",,Lithuania,"r.jukneviciene@kaunogrudai.lt, info@kaunogrudai.lt, sales@kggroup.eu, g.lanauskas@kggroup.eu",,BRC Instant Noodles,,,
Kausar Rice and General Mills,,Pakistan,,,Rice list,,,
KAVYA INTERNATIONAL,,713,,,Pulses,,,PULSES
Kay Kay Exports,,India,info@kaykayexports.com,https://www.kaykayexports.com/,Shrimps,,,"SHRIMP, CUTTLEFISH, SQUID,OCTOPUS"
KAYBEE EXPORTS,,,,https://kaybeeexports.com/fruits/,FRUITS,,MUMBAI,Fruits/ VEGETABLE
"KAYISICIOGLU,",,Turkey,marketing@kayisicioglu.com,https://kayisicioglu.com/,Dried Fruits & Nuts,,Malatya Kayısı Borsası Sarıcıoğlu Mh. Meftun Sk. No:2/B Battalgazi/ Malatya / TÜRKİYE,"Apricots
Figs"
KAZCROP,,Kazakhstan,info@kazcrop.com,https://www.kazcrop.com/,Sunflower Oil- Nov24,,,
Kazerooni Brothers BSC,,Bahrain,,https://www.kazbro.com/,Gulf food _ Pulses,,,Pulses
KAZMAIN FOODS PRIVATE LIMITED,,,,,Mix New Nov 24,,,
"Keenan Farms, Inc.",,USA,ONLINE FORM AVAILABLE,https://keenanfarms.com/,Nuts List,,,pistachios
Keitt Exporters Limited,,Kenya,info@keitt.co.ke,https://www.keitt.co.ke/,Macadamia Nut jan 25,,,
Kelin Textile,,China,info@kelin-textile.com,https://www.kelin-textile.com/,Hotel,,,
KEMET FARM,,,kemet@kemet-farms.com,https://www.kemet-farms.com/,ONIONS,,EGYPT,
Kenkko Corporation Ltd,,United Kingdom,,,Agent & Distributor list of Dri,,,Dried Fruits
KENYA,,,,,WHITE CORN MAIZE,,,
Kenya Fresh Produce Exporters Limited,,Kenya,info@kenyafresh.co.ke,https://kenyafresh.co.ke/,Macadamia Nut jan 25,,,
Kenya Horticultural Exporters (1977) Ltd,,Kenya,,,Macadamia Nut jan 25,,,
Kenya Horticultural Exporters (1977) Ltd - Nairobi Packhouse,,Kenya,,,Macadamia Nut jan 25,,,
Kenya Nut Co https:,,,info@kenyanut.com,www.kenyanut.com,BRC Macadamia,,,Macadamia Nuts
Kenya Nut Company Limited,Nairobi,Kenya,,,Dried Fruits,Food,,
Kerala Balers Private Limited (STORAGE,,India,,,Household Textiles,,"1, Cat Coir Coir Pk, Thiruvizha, Alleppey, INDIA",
Kerala Balers Pvty Ltd,,India,,,Household Textiles,,"No. 2823, A.S. Road, Alleppey Kerala, INDIA",
Kerala Naturals,,Kerala,"care@keralanaturals.com
keralanatura@gmail.com",https://www.keralanaturals.com/product/pepper/,WHOLE PEPPER,,Kerala,
KERALA NUT FOOD CO.,,India,knfklm@gmail.com,https://www.keralanutfood.com/,Cashew Nov 24,,,
"Kerala Nut Food Co., Parameswar Nagar",,,,,Cashew supplier for Middle Eas,,,
Kerala Spices,,Kerala,"info@keralaspicesonline.com
keralaspicesonline@gmail.com",https://www.keralaspicesonline.com/contact-us/,WHOLE PEPPER,,"Kollamparambil building
Ground Floor, Valiyakandam Kumily
Thekkady, Kerala – 685609",
Kerala Spices Online,,,"info@keralaspicesonline.com
keralaspicesonline@gmail.com",https://www.keralaspicesonline.com/contact-us/,Spices,,"Kollamparambil building
Ground Floor, Valiyakandam Kumily
Thekkady, Kerala – 685609",Pepper/ Spices
"Kerala State Cashew Workers Apex, Mundakkal West",,,,,Cashew supplier for Middle Eas,,,
Keratech Pvt Ltd,,India,info@keratechindia.com,www.keratechindia.com,Anuga - India,,,Oils
KERNEL,,,office@kernel.md,http://www.kernel.md/en/,Moldavia list by J,"GLOBAL GAP, KIWA",,walnuts
Kerry,,,amit.sumant@kerry.com,https://www.kerry.com/,Orange Juice  & Concentrate,,,"Puree, Concentrate"
Kesebetler Frozen And Dried Fruits,,Türkiye,,,Red lentils Nov24,,,
Keshodwala Foods Unit II,,India,"nadeemkeshodwala@hotmail.com
sales@keshodwala.com",https://www.keshodwala.com/,Shrimps,,,"Shrimps,Fish, Cephalopods"
Kestrel Foods Ltd - Portadown,Portadown,United Kingdom,,,Dried Fruits,Food,,
KF Foods Limited,,Thailand,,https://www.kingfisher.co.th/index.php,Rice list,,,Seafood
KHAI HUNG COMPANY LIMITED,,Vietnam,,,Nuts List,,,
Khanal Foods Private Limited,Bengaluru,India,,,Dried Fruits,Food,,
"KHANH SUNG CO., LTD",,Vietnam,sales@khanhsung.vn,http://khanhsung.vn/,Shrimps,,,"FRESH SHRIMP, STEAMED SHRIMP"
"Khao Buatip Produce Co.,Ltd",,Thailand,contactus@kcrice.com,https://buatiprice.com/,Rice list,,,"Brown Rice, Glutinous Rice, White Rice, Parboiled Rice, Pathum Thani Rice, Red Rice, Riceberry, Jasmine Rice"
"Khao C.P. Co., Ltd.",,Thailand,,,Rice list,,,
"KHAO C.P. CO.,LTD.",,Thailand,,,Rice list,,,
KHAO-BUATIP-MARKETING,,,contactus@kcrice.com,https://buatiprice.com/,Sial Rice,,,Thai rice
Khedut Feeds & Foods Pvt. Ltd,,India,Info@kanbi.in,http://kanbifoods.com/contact.html,Nuts List,,,Peanuts
KHON KAEN SUGAR INDUSTRY PUBLIC,,,sales@kslgroup.com,https://www.kslgroup.com/en/products/sugar.html,Sugar,,,
Khonburi Sugar Public Company Limited,,,ir@kbs.co.th,https://www.kbs.co.th/,Sugar,,,
Khulna Frozen Foods Export Limited,,Bangladesh,kffenew@gmail.com,website not avilable,Shrimps,,,"frozen shrimps, white shrimps"
Khuvuka Max,,South Africa,,website not available,Nuts List,,,
"KIEU LOAN CO., LTD",,,,,Cashew 25,,,
Kilaru Naturals,,India,"info@kilarunaturals.com

krakesh@kilarunaturals.com",https://www.kilarunaturals.com/certifications/,Quinoa -Nov24,,,
Kilaru Naturals Pvt.Ltd,,India,info@kilarunaturals.com,https://www.kilarunaturals.com/,Rice list,,,"Quinoa, Flax Seeds, Chia Seeds"
Kileci Tekstil,,Turkey,info@kileci.com,https://www.kileci.com,Hospital Textiles,,,"Hospital towels, bed sheets, linens, pillow cases, slippers, mats"
KIM AN SEAFOOD FACTORY,,Vietnam,,website not available,Shrimps,,,
KIM BACH KIM FOOD JOINT STOCK COMPANY- FACTORY 2,,Vietnam,kimbachkim@southfruit.vn,Website: www.southfruit.vn,Dried Fruits List,,,Dried Mango
Kim Hy Cashew Nut Manufacture,,Vietnam,kimhyvncashewnuts@gmail.com,https://www.yellowpages.com.vn/listings/1187854662/kim-hy-cashew-nut-manufacture.html,Cashew Nov 24,,,
Kimdee Foods,,Thailand,info@kimdeefoods.com,https://www.kimdeefoods.com,Instant Noodles,,,Instant Noodles
Kimil Tekstil San. ve Tic. A.S.,,Türki̇ye,,,Household Textiles,,"268, Karsiyaka Mah. Ankara Bulvari, Denizli, Denizli, TÜRKİYE",
KIMMY COMPANY LIMITED,,Vietnam,contact@kimmyfarm.com,https://kimmyfarm.com/,Cashew Nov 24,,,
KIMNUT Company Limited,,Vietnam,hoakim.kimnut@gmail.com,https://kimnut.com/danh-muc/cac-san-pham/,Cashew Nov 24,,,
KING GREEN NATURAL FOODS JOINT STOCK COMPANY – TIEN GIANG BRANCH,,Vietnam,info@vuagaovn.com,https://vuagaovn.com/en/gioithieu.html,Rice list,,,"Jasmine Rice, Brown Rice, White Rice"
King Nut Company,"Solon, Ohio",USA,,,Dried Fruits,Food,,
Kings Infra,,India,info@kingsinfra.com,https://www.kingsinfra.com/,Shrimps,,Andhra Pradesh,Shrimp
KINGS MARINE PRODUCTS,,India,info@kingmarine.biz,https://www.kingsmarine.biz/,Shrimps,,,"Squid, Cuttle Fish, Octopus, Shrimps, Fishes"
KINGS SEAFOODS,,India,info@kingsseafood.com,canada website is available,Shrimps,,,
KIPCO-DAMACO NV,,Belgium,,,Frozen Shrimp for Lidl,,,Frozen Shrimp
KIRAN AGRO INDUSTRIES,,713,,,Pulses,,,PULSES (INCLUDING CHICKPEAS)
KIRAN TRADING CO,,713,,trader,Pulses,,,PULSES
KIRICI DIŞ TİCARET A.Ş.,GERMENCIK-AYDIN,Turkey,,,Dried Fruits,Food,,
"Kirirom Food Production (K.F.P) Co., Ltd.",Phnom Srouch,Cambodia,,,Dried Fruits,Food,,
Kisan Agro,,India,,https://www.kisanagro.com/,Pulses,,,Food
KITCHENS OF THE OCEANS (THAILAND) LTD.,,Thailand,thai-frozen@thai-frozen.or.th,https://www.thai-frozen.or.th/CN/Member/Detail/46cc4ff6-82be-3c97-81a1-fb11982771ce,Shrimps,,,shrimp
Kitex Garments Ltd,,India,Email : kgl@kitexgarments.com,https://www.kitexgarments.com/,Textile,,"P.B No. 5, Kizhakkambalam
Alwaye, Ernakulam- 683562
KERALA","knitted garments for infants, toddlers, boys and girls"
"KITTICHAI GOLDEN RICE CO.,LTD.",,Thailand,patara_b@ktcrice.com,http://www.ktcrice.com/,Rice list,,,"Jasmine Rice, Parboiled Rice, White Glutinous Rice, White Rice, Red Rice"
KLA India Public Limited,,,info@klaindia.com,"https://klaindia.com/UI/website/products.php?urlstring=eNortjI2tVJKTC7JzM-zVSsuKXJOLPFLzE219cvP03VKLM5NLMlUCMpMTlWyBlwwPtQOmw,,",RICE,,"2nd Mile Stone, Kichha Road,
Rudrapur – 263153, Distt: U. S. Nagar,
Uttarakhand, India",Parboiled rice
Klaas de Poel B.V - Stroobos,Stroobos,Netherlands,,,Dried Fruits,Food,,
Klopman International,,Italy,"sales@klopman.com, giuseppe_crippa@klopman.com, filippo_carnevale@klopman.com",https://www.klopman.com,Hospital Textiles,,,Healthcare workwear fabrics including antibacterial finishes
KM 30 S.A.C.,,Peru,,no website,Quinoa -Nov24,,,
KM GREEN COMPANY,,Vietnam,laura@kmgreenco.com,http://www.kmgreenco.com/,Cashew Nov 24,,,
KM Textile Supplier,,India,yyb@kmtextile.net,www.kmtextilesupplier.com,Hospital  Textiles,,,"Hospital scrubs uniform fabric, medical textiles"
KNAM FOODS PRIVATE LIMITED,,India,mkt.foods@knam.in,https://www.knamfoods.com/,Rice list,,,"Basmati Rice, Sugandha Rice, Sharbati Rice"
KNIT FASHIONS,,India,mail@example.com,https://www.knitfashions.in/,Apparels,,,Apparel
KNITSWAY GAARMENTS,,India,E-Mail : info@knitsway.com,https://knitsway.com/,Textile,,"SF No. 293, Kangeyam Main Road,
Near Mookambikai Nagar, Vijayapuram,
Tiruppur, Tamil Nadu 641606",tshirts
Knowf,,,mail@knowf.com,https://www.knowf.com/,Medical Uniform,,,
Kodanmal-Group,,,info@kodanmal.com,https://www.kodanmal.com/,Sial Rice,,,Thai rice
Koeltehuis (Pty) Ltd t/a Koeltehuis Packhouse,,South Africa,heather@koeltehof.co.za,,Avocado-Nov 24,,,
KOHINOOR FOODS,,,info@kohinoorfoods.in,https://www.kohinoorfoods.in/,RICE,,HARYANA,basmati rice
Kohinoor Foods Limited,,India,info@kohinoorfoods.in,https://www.kohinoorfoods.in/,Rice list,,,"Basmati Rice, Brown Rice, Organic Rice, Spices, Rice Bran Oil"
KOHINOOR RICE,,,info@kohinoorfoods.in,https://www.kohinoorfoods.in/,RICE,,HARYANA,1718
Kohlico Foods and Beverages Private Limited,,India,,https://www.kohlico.com/,Pulses,,,Food
KOKA FOODS,,,info@kokafood.com,www.kokafood.com,RICE,,"No.29/2S Dong Lan, Ba Diem Ward, Hoc Mon Dist., HCMC, Vietnam",Jasmine Rice
Koluthara Exports Ltd,,India,kelexports@gmail.com,http://www.kelexports.com/,Shrimps,,,shrimps
Komugi Noodles (United Kingdom),,Contact@Komuginoodles.Co.Uk,,,BRC Instant Noodles,,,
"Kongphop Frozen Foods Co., Ltd",,Thailand,info@kongphop.com,http://www.kongphop.com,Shrimps,,,"shrimp, fish, surimi, ink"
Konuklar Bakliyat,,Turkey,info@konuklarbakliyat.com,https://www.konuklarbakliyat.com/index.html,Pulses,,,"Chickpeas, Lentils, Beans"
"Konvier Textile Group Co., Ltd",,China,sales@konvier.com,konvier.en.made-in-china.com,Hospital  Textiles,,,"Medical textiles, health products, garments"
KORACH INDUSTRY COMPANY LIMITED,,,bangkok@kisugargroup.com,https://kisugargroup.com/,Sugar,,,
"KORAT YONGSANGUAN RICE MILL CO., LTD",,Thailand,kysfood@kysgroup.net,https://www.kysgroup.net/,Rice list,,,"White Rice, Jasmine Rice, Broken Rice"
Kore International,,,pratik@koreagro.com,https://www.koreagro.com/,Sial Rice,,,spices
KOROSHO BENIN SARL,,,,,Cashew 25,,,
"Korosho Mozambique, Limitada",,Mozambique,,,Nuts List,,,
KOTHARI FOODS PRIVATE LIMITED,,713,,,Pulses,,,PULSES
KOU FU COLOR PRINTING CORPORATION,,Philippines,,,Agent & Distributor list of Dri,,,Dried Mango
KRBL LIMITED,,India,customercare@krblindia.com,https://krblrice.com/,Rice list,,,"Basmati Rice, Non - Basmati Rice"
KREIS SUISSE S.A.,,Switzerland,,,Aldi List - Nuts,,,
Kriolit-D,,,,,Biscuits & sweets,,,
Krisca,,Thailand,enquiry@krisca.com,https://www.krisca.com/p/fastmoving2023,Kevin,no certifications mentioned,,all nuts
KRISHNA PROTEINS,,India,info@krishnaenzytech.com,https://krishnaenzytech.com/about,Rice list,,,"Proteins, Enzymes"
"Krishnan Food Processors, Beach Road",,,,,Cashew supplier for Middle Eas,,,
KTIS,,Thailand,IR@ktisgroup.com,https://ktis.listedcompany.com/,Sugar,,,
Kubara Sp. z o.o.,,Poland,,,Dried Fruits List,,,CHOCOLATE BAR SUPPLIER
Kuber Agro Industries,,India,info@thekuberagro.com,http://www.thekuberagro.com/,Rice list,,,"Basmati Rice, Sugandha Rice, Sharbati Rice, Parboiled Rice"
KuchenMeister GmbH,,Germany,info@kuchenmeister.de,LINK,Snacks and Sweets Expo in Dubai,,,Cakes
Kuchenna Adrenalina Cezary Chromiński,Sławno,Poland,,,Dried Fruits,Storage and Distribution,,
Kuhovar Ltd,,Ukraine,sales@kuhovar.com,https://kuhovar.com/,Instant Noodles,,,INSTANT NOODLES
"Kumar Cashew Exports, Punalur",,,,,Cashew supplier for Middle Eas,,,
KUMAR FOOD,,,sales.marketing@kumarafood.com,,Peru List sent by J,NO CERTIFICATIONS,,"quinoa, chia seeds, brazil nuts, fresh fruits and vegetables"
Kumbetli,,,info@kumbetlifindik.com.tr,https://www.kumbetlifindik.com.tr/en/iletisim,Hazelnuts,,Kocatepe Mah. Mega Center C-9 No:70 Bayrampaşa İstanbul,Hazelnuts
"Kumbukattu Cashews, Valakam",,,,,Cashew supplier for Middle Eas,,,
KUNAL INTERNATIONAL,,713,,,Pulses,,,PULSES
KUNJAL AGRO INDUSTRIES,,713,,,Pulses,,,PULSES
"Kunshan CCF Home Textile Co., Ltd.",,China,,,Household Textiles,,"31, Beiyuan Road, Suzhou, Jiangsu CHINA",
Kunshan CCF Home Textile Dians. Branch,,China,,,Household Textiles,,"100, Dianxing Road, Kunshan, Jiangsu, CHINA",
"Kunshan Leige Textiles Co., Ltd.",,China,,,Household Textiles,,"No. 265, Shengrong Road, Building No. 4, Shipu, Qiandeng Town, Kunshan City, Jiangsu CHINA",
Kunyu Foods,,China,export@kunyutj.com,https://www.kunyufoods.com/,Orange Juice  & Concentrate,,,
KURT GURME & BONNY BITE,,Türkiye,,,Red lentils Nov24,,,
Kusum Spices,,India,,,Spices,,,
Kyneton Biscuit Group,,Australia,,,Biscuits,,,"Cookies, Crackers, Cereal, Biscuit Crumbs, center-filled cream cookies(e.g, Oreo Flavors), Twin colour cookies, Biscuit Bars, centre-filled Jam cookies, Stamp logo cookies (Branded cookies),Ice cream cones,"
"KYOKUYO GLOBAL SEAFOODS CO., LTD",,Thailand,,https://www.kgsf.co.th/,Rice list,,,Seafood
L.A. Grain Ltd.,,Canada,jasongetty@lagrain.ca,http://lagrain.ca/,Red lentils Nov24,,,
L.S. Mills Limited Madeups Unit,,India,,,Home tex,,,Home tex
La Bonanza Fresh Guacamole SA de CV,,Mexico,"dadministrativo@labonanza.mx,direccion@labonanza.mx,gvillasenor@labonanza.mx,achavez@avo-king.com",https://labonanzaavocados.com/,Avocado-Nov 24,,,
La Escalerona S.A.,,Argentina,,,Shrimps,,,
LA MISERICORDIA S.A.,,,,,"QUINOA AND CHIA SEEDS, GERMANY",,,Chia Seeds
LA MOLINA S.R.L.,Quarrata PT,Italy,,,Dried Fruits,Food,,
LA NUEZ SRL,,Peru,info@lanuezsrl.com,https://lanuezsrl.com/contactenos/,Brazil Nuts,,"Av. Las Maquinarias 2040, Lima, Peru",Brazil Nuts
LABORATORIOS SMA S.A.C.,Lima,Peru,,,Dried Fruits,Food,,
LABRIDIS BROS S.A.,,,info@labridisbros.com,,SIAL FROZEN FOOD,,,Fruits and vegetables
LACASA S.A,,Spain,,,Dried Fruits List,,,CHOCOLATE  SUPPLIER
LAIBERICA,,,servicioalcliente@laiberica.com.pe,,Peru List sent by J,NO CERTIFICATIONS,,Chocolates
"Laiwu Shinny Nonwoven Products Co., Ltd",,China,,,Household Textiles,,"Diligou Vlg, Pengquan Sub-Dst, Laiwu High-Tech DZ, Jinan, Shandong, CHINA",
"Laiyang Hengrun Foodstuff Co., Ltd.",Yantai City,China,,,Dried Fruits,Food,,
"Laizhou Jinhong Textile Co., Ltd",,China,sarah@honglinonwoven.cn,http://jhnonwoven.com/lxwm/,Hospital  Textiles,,,"PP Spunbond Nonwoven Fabric, medical textiles"
"LAIZHOU LIF ARTS&CRAFTS CO.,LTD.",,China,,,Household Textiles,,"2777, Laizhou South Road, Wenfenglu Street, Laizhou City, Shandong CHINA",
Lake Treasure Limited,,Kenya,,,Macadamia Nut jan 25,,,
LAKS TEX,,India,,,Household Textiles,,"NO 8/121, AMARAVATHI NAGAR，ANDANKOVILEAST, Tamil Nadu, INDIA",
"Lakshman & Co., Kilikollur",,,,,Cashew supplier for Middle Eas,,,
Lakstex,,India,,,Signed Contract,,,Home Textiles
LALSAI DEHY FOODS,,India,,,Spices,,,
Lamex Agrifoods Limited,,United Kingdom,,,Agent & Distributor list of Dri,,,Dried Fruits
LAN DOAN COMPANY LIMITED,,Vietnam,,,Nuts List,,,
LANDER,,,,,Cashew 25,,,
Lander Agribusiness,,Brasil,landercomex@gmail.com,https://www.landeragribusiness.com.br/,Gulf food _ Pulses,,,"Pulses(PEANUTS HALAL,BRAZILIAN NUTS,CHIA SEEDS,SESAME SEEDS,PIGEON PEAS,ALUBIA,DARK RED KIDNEY BEANS,GREEN MUNG BEANS,BLACK MAPTE)"
Lanka Guardian Exports,,Sri Lanka,lgcexports@gmail.com,https://www.lgcexports.com/contactus.php,Sri Lanka Exporters,,,Spices and Tamarind
"Lanna Agro Industry Co., Ltd.",,Thailand,sales@lannaagro.com,https://www.lannaagro.com/,Rice list,,,Edamame
Lansa Ingredients B.V.,Amsterdam,Netherlands,,,Dried Fruits,Agents and Brokers,,
Lanson Ventures LLP – Lankal Farm Site.,,India,,,Spices,,,
Lanson Ventures LLP – Lanson Main Site.,,India,,,Spices,,,
Lanson Ventures LLP – Lanson Mill Site,,India,reach@lansonventures.com,https://www.lansongroup.com/LansonVentures.html,Rice list,,,Crisps
"Lantmännen Cerealia AS, Moss",Moss,Norway,,,Dried Fruits,Food,,
"Lanxi Yierbao Home Textile Co., Ltd.",,China,,,Household Textiles,,"No. 1, Huangdian Street, Lanxi, Zhejiang, CHINA",
LaPapampa S.A.C,,,,https://lapapampa.com.pe/our-process/,Juergan List,,,Trochenfrüchte
LAS GAITAS S.A.,,Chile,,,Chile from BRC,,,
Lata Farm Cashews - Lata Farm Company Limited,,,"8.11.24 -- Intro email sent 
11.11.24 reminder sent",,Cashew supplier for Middle Eas,,,
"Latha Cashew Imports & Exports, Karunagappally",,,,,Cashew supplier for Middle Eas,,,
LAVIE,,,no email id,,Peru List sent by J,no certifications,,"Lactose-Free Evaporated Milk,yogurt,milk in a practical and reusable container (PET) that is leak-proof."
LAXMI PULSES,,713,,domestic supply,Pulses,,,PULSES
"Le Trung Thien Co., Ltd",Ho Chi Minh City,Vietnam,,,Dried Fruits,Food,,
LECHE GLORIA SA,,,contactcenterinforma@gloria.com.pe,,Peru List sent by J,no certifications,,"dairy products, UHT milk, flavored milk, yogurt, nectars, condensed milk, butter, cheeses , shrimps"
LEE EXPORTS,,713,,,Pulses,,,PULSES
Lee Fah Mee,,Malayasia,info.leefahmee@gmail.com,https://www.leefahmee.com.my/,Instant Noodles,,,INSTANT NOODLES
Leeline works,,,info@leelinework.com,https://www.leelinework.com/,Medical Uniform,,,
"Lekshmi Cashew Company, Kallumthazham",,,,,Cashew supplier for Middle Eas,,,
Lemonconcentrate,,Spain,info@lemonconcentrate.com,https://lemonconcentrate.com/,Orange Juice  & Concentrate,,,"Concentrates, pulps, purees, NFC"
Leo Rugs Factory,,Egypt,,,Household Textiles,,"Industrial Zone Kataneya, Cairo, Cairo, EGYPT",
Letaba Pakkers (Pty) Ltd,,South Africa,simon@afrupro.co.za,,Avocado-Nov 24,,,
leuzzi-famile-impex-srl,,Romania,"export@leuzzifamileimpexsrl.com,enquiry@leuzzifamileimpexsrl.com",https://leuzzifamileimpexs.wixsite.com/,Sunflower Oil- Nov24,,,
LEVANT FOOD Sp z o.o.,WRZEŚNIA,Poland,,,Dried Fruits,Food,,
Lexicare Pharma Pvt. Ltd.,,India,info@lexicarepharma.com,TradeIndia listing,alcohol wipes,,,Pharma / medical product firm
LHD SPICES,,,info@lhdspices.com / lhdexports@gmail.com,https://www.lhdspices.com/,WHOLE PEPPER,,"No. 501, Galkanda Mawatha, kiralagahawela,  Meetiyagoda, Galle, Sri Lanka",
Li-Ning (brand & manufacturer),,China,intl@li-ning.com.cn,https://www.lining.com,Sports Tshirts,,,Athletic apparel including tees
Liberation Foods CIC,London,United Kingdom,,,Dried Fruits,Agents and Brokers,,
Liberty India,,India,,,Household Textiles,,"Opp. Beas Project, G.T.Road, P.O. Siwah, Panipat, Haryana, INDIA",
